,Mouse ID,Date,Weight,Baited Arms Retrieved,Reference Memory Errors,Working Memory Errors,Other Notes,Start Time,End Time,Video Length,File,FPS,Location_Thresh,Use_Window,Window_Weight,Window_Size,Start_Frame,bin,range(f),Distance,Center,ArmA,ArmB,ArmC,ArmD,ArmE,ArmF,ArmG,ArmH
260,202,2020-02-01,27,4,5,3,AFGB,2020-02-01 11:46:43,2020-02-01 11:51:19,0:04:36,2020_02_01_N202_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 8273)",6330.382011508839,0.042422044960116034,0.4782451051486584,0.03069857384578197,0.0339618080734832,0.03686246072032874,0.02985255015711868,0.1648537587623882,0.14031907179115302,0.0438723712835388
261,202,2020-02-07,26,4,2,0,AGFB,2020-02-07 15:56:41,2020-02-07 15:57:21,0:00:40,2020_02_07_N202_ABFG_EB2_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 1204)",2450.8885269731986,0.12033195020746887,0.17759336099585066,0.10705394190871367,0.0,0.0,0.11203319502074688,0.2024896265560166,0.17095435684647306,0.11203319502074688
262,202,2020-02-08,24,4,5,4,FBAG,2020-02-08 10:44:05,2020-02-08 10:47:45,0:03:40,2020_02_08_N202_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 6589)",5471.441197072727,0.05493171471927162,0.04264036418816389,0.10652503793626708,0.16980273141122915,0.0,0.021851289833080424,0.5541729893778452,0.015781487101669194,0.03581183611532625
263,202,2020-02-15,24,4,3,0,BGAF,2020-02-15 17:47:51,2020-02-15 17:48:40,0:00:49,2020_02_15_N202_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 1461)",2964.359113156636,0.07660738714090287,0.12175102599179205,0.10807113543091657,0.13885088919288646,0.0,0.10738714090287277,0.179890560875513,0.18331053351573187,0.08618331053351573
264,202,2020-02-22,23,4,2,0,FGAB,2020-02-22 15:14:08,2020-02-22 15:15:19,0:01:11,2020_02_22_N202_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 2127)",2396.416822312964,0.05451127819548872,0.2133458646616541,0.12781954887218044,0.0,0.0,0.013157894736842105,0.10056390977443608,0.36654135338345867,0.12593984962406016
265,202,2020-02-29,30,4,9,10,,2020-02-29 15:21:45,2020-02-29 15:28:48,0:07:03,2020_02_29_N202_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 12700)",11987.690375507344,0.06361703802850169,0.14605149200850326,0.16872687189985042,0.06841980946382174,0.2333674513817809,0.13857176600267695,0.02566727029367766,0.07566333359577987,0.08054483898905597
266,202,2020-03-07,29,4,4,5,,2020-03-07 14:53:34,2020-03-07 14:57:30,0:03:56,2020_03_07_N202_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 7082)",5759.298048832355,0.04419031483834533,0.12650007059155724,0.04503741352534237,0.037695891571368066,0.059579274318791474,0.12861781730904984,0.0913454750811803,0.014965410136947622,0.4539037131159113
267,202,2020-03-14,30,4,4,2,,2020-03-14 16:43:23,2020-03-14 16:47:01,0:03:38,2020_03_14_N202_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 6555)",5795.264544301577,0.046827333740085415,0.06604636973764491,0.06055521659548505,0.3486882245271507,0.07428309945088467,0.14307504575960953,0.07046979865771813,0.14124466137888958,0.050030506406345335
268,203,2020-01-25,28,4,12,13,,2020-01-25 13:56:09,2020-01-25 14:01:53,0:05:44,2020_01_25_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 10331)",12075.966321399676,0.0586527293844367,0.13008130081300814,0.08110723964382499,0.17005420054200546,0.027197057684862563,0.104045683313976,0.1570847851335656,0.12146728610143245,0.15176151761517614
269,203,2020-01-31,29,4,2,0,,2020-01-31 14:29:19,2020-01-31 14:30:30,0:01:11,2020_01_31_N203_ABFG_EB1_Trial1.avi,30.0,99.9,True,0.98,85.0,0.0,all,"(0, 2134)",2983.4778078203703,0.05901639344262295,0.17985948477751754,0.05573770491803279,0.09695550351288056,0.1522248243559719,0.0,0.22107728337236526,0.23559718969555035,0.0
